ID,Title,Description,URL,Format,Tags,Tone,Audience,Source,Language
178,Anhedonia and Depression,Understanding anhedonia (loss of pleasure) as a depression symptom and strategies to address it.,https://www.verywellmind.com/anhedonia-how-to-cope-5207396,Article,depression|anhedonia|symptoms|coping,informative,all,Verywell Mind,English
179,UKM Psychology Research,Mental health research and resources from Universiti Kebangsaan Malaysia psychology department.,https://www.ukm.my/ppppm/counselling-psychology/,Article,research|psychology|malaysia|university,informative,all,UKM,English
181,Emotional Regulation Workbook,Comprehensive workbook teaching skills for understanding and managing difficult emotions effectively.,https://www.cci.health.wa.gov.au/Resources/Looking-After-Yourself/Emotional-Regulation,Guide,emotions|regulation|workbook|skills,supportive,all,CCI,English
182,Lofi Music for Studying,Hours-long lofi music playlist designed to reduce anxiety improve focus during studying.,https://www.youtube.com/watch?v=jfKfPfyJRdk,Audio,focus|studying|music|concentration,calm,students,Lofi Girl,English
183,PTSD Self-Help Resources,Self-help strategies and resources for managing post-traumatic stress symptoms.,https://www.nimh.nih.gov/health/topics/post-traumatic-stress-disorder-ptsd,Article,ptsd|trauma|coping|support,informative,all,NIMH,English
184,Mind Over Mood Workbook Guide,Evidence-based CBT workbook guide for depression and anxiety management.,https://www.guilford.com/books/Mind-Over-Mood/Greenberger-Padesky/9781462520428,Guide,cbt|depression|anxiety|workbook,supportive,all,Guilford Press,English
185,Managing Health Anxiety,Specific strategies for managing anxiety about physical health and medical concerns.,https://adaa.org/understanding-anxiety/illness-anxiety-disorder,Article,anxiety|health|hypochondria|coping,informative,all,ADAA,English
188,Dealing with Change,Strategies for adapting to life changes and transitions while maintaining mental health.,https://www.mentalhealth.org.uk/explore-mental-health/publications/how-manage-and-reduce-stress,Article,change|transition|adaptation|stress,supportive,all,Mental Health Foundation,English
189,TED Talks on Mental Health,Curated collection of inspiring TED talks about mental health experiences and recovery.,https://www.ted.com/playlists/310/talks_to_watch_when_the_world,Video,inspiration|education|mental-health|stories,informative,all,TED,English
190,Autogenic Training Relaxation,Progressive relaxation technique using self-suggestions to reduce anxiety and promote calm.,https://www.anxietycanada.com/articles/autogenic-training/,Guide,relaxation|anxiety|techniques|self-help,calm,all,Anxiety Canada,English
191,Phone Addiction and Anxiety,Understanding the connection between smartphone overuse anxiety and strategies for healthy usage.,https://www.verywellmind.com/how-to-tell-if-you-are-addicted-to-your-smartphone-4177715,Article,digital-wellbeing|anxiety|addiction|balance,informative,young_adults,Verywell Mind,English
193,Environmental Psychology,How your environment affects mental health with tips for creating calming supportive spaces.,https://www.psychologytoday.com/us/blog/the-gen-y-guide/201807/how-your-environment-affects-your-mental-health,Article,environment|space|mental-health|wellbeing,informative,all,Psychology Today,English
194,Urge Surfing Technique,Mindfulness technique for riding out intense urges and cravings without acting on them.,https://portlandpsychotherapyclinic.com/2011/11/riding-wave-using-mindfulness-help-cope-urges/,Article,mindfulness|urges|coping|self-control,supportive,all,PPC,English
195,Decision Fatigue Management,Understanding decision fatigue and strategies to reduce mental exhaustion from constant choices.,https://www.verywellmind.com/decision-fatigue-what-it-is-and-how-to-avoid-it-5213008,Article,fatigue|stress|decisions|mental-energy,informative,all,Verywell Mind,English
198,Malaysian Mental Health Act,Information about mental health legislation and patient rights in Malaysia.,https://www.moh.gov.my/,Article,legislation|rights|malaysia|mental-health,informative,all,MOH Malaysia,English
199,Recovery College Approach,Understanding the recovery college model for mental health education and peer support.,https://www.mind.org.uk/information-support/drugs-and-treatments/recovery-colleges/,Article,recovery|education|peer-support|empowerment,informative,all,Mind UK,English
200,Dialectical Behavior Therapy Skills,Comprehensive guide to DBT skills including mindfulness distress tolerance and emotional regulation for mental health.,https://www.dbtselfhelp.com/,Guide,dbt|skills|coping|emotional-regulation,supportive,all,DBT Self Help,English
200,Dialectical Behavior Therapy Skills,Comprehensive guide to DBT skills including mindfulness distress tolerance and emotional regulation for mental health.,https://www.dbtselfhelp.com/,Guide,dbt|skills|coping|emotional-regulation,supportive,all,DBT Self Help,English
201,Forest Sounds for Sleep and Relaxation,Two-hour ambient forest sounds recording to promote deep sleep and stress reduction.,https://www.youtube.com/watch?v=xNN7iTA57jg,Audio,sleep|relaxation|nature|stress,calm,all,Soothing Relaxation,English
201,Forest Sounds for Sleep and Relaxation,Two-hour ambient forest sounds recording to promote deep sleep and stress reduction.,https://www.youtube.com/watch?v=xNN7iTA57jg,Audio,sleep|relaxation|nature|stress,calm,all,Soothing Relaxation,English
202,Rumination and Overthinking Guide,Evidence-based strategies to break the cycle of rumination and reduce excessive worrying.,https://www.psychologytoday.com/us/blog/in-therapy/201805/how-stop-ruminating,Article,rumination|anxiety|overthinking|coping,informative,all,Psychology Today,English
202,Rumination and Overthinking Guide,Evidence-based strategies to break the cycle of rumination and reduce excessive worrying.,https://www.psychologytoday.com/us/blog/in-therapy/201805/how-stop-ruminating,Article,rumination|anxiety|overthinking|coping,informative,all,Psychology Today,English
203,UM Counselling Centre Services,University of Malaya counselling services providing free mental health support for students.,https://www.um.edu.my/student-affairs/counselling-unit,Helpline,students|counseling|malaysia|university,supportive,students,UM,English
203,UM Counselling Centre Services,University of Malaya counselling services providing free mental health support for students.,https://www.um.edu.my/student-affairs/counselling-unit,Helpline,students|counseling|malaysia|university,supportive,students,UM,English
204,Anxiety Relief Coloring Pages,Downloadable therapeutic coloring pages designed to reduce anxiety and promote mindfulness.,https://www.therapistaid.com/therapy-worksheets/anxiety/none,Guide,anxiety|art-therapy|mindfulness|relaxation,calm,all,Therapist Aid,English
204,Anxiety Relief Coloring Pages,Downloadable therapeutic coloring pages designed to reduce anxiety and promote mindfulness.,https://www.therapistaid.com/therapy-worksheets/anxiety/none,Guide,anxiety|art-therapy|mindfulness|relaxation,calm,all,Therapist Aid,English
205,Understanding Burnout,Comprehensive article explaining burnout symptoms causes and evidence-based recovery strategies.,https://www.helpguide.org/articles/stress/burnout-prevention-and-recovery.htm,Article,burnout|stress|recovery|prevention,informative,all,HelpGuide,English
205,Understanding Burnout,Comprehensive article explaining burnout symptoms causes and evidence-based recovery strategies.,https://www.helpguide.org/articles/stress/burnout-prevention-and-recovery.htm,Article,burnout|stress|recovery|prevention,informative,all,HelpGuide,English
206,Box Breathing Technique Video,Short tutorial demonstrating the box breathing method for immediate anxiety and stress relief.,https://www.youtube.com/watch?v=tEmt1Znux58,Video,breathing|anxiety|techniques|stress,calm,all,Dr. Emma Seppälä,English
206,Box Breathing Technique Video,Short tutorial demonstrating the box breathing method for immediate anxiety and stress relief.,https://www.youtube.com/watch?v=tEmt1Znux58,Video,breathing|anxiety|techniques|stress,calm,all,Dr. Emma Seppälä,English
207,USM Student Counselling Services,Universiti Sains Malaysia counselling unit offering free mental health support for students.,https://www.usm.my/index.php/en/hal-ehwal-pelajar-1,Helpline,students|counseling|malaysia|university,supportive,students,USM,English
207,USM Student Counselling Services,Universiti Sains Malaysia counselling unit offering free mental health support for students.,https://www.usm.my/index.php/en/hal-ehwal-pelajar-1,Helpline,students|counseling|malaysia|university,supportive,students,USM,English
208,Thought Records for CBT,Interactive thought record worksheets to challenge negative thinking patterns and reduce anxiety.,https://www.getselfhelp.co.uk/freedownloads2.htm,Guide,cbt|thoughts|anxiety|depression,supportive,all,Get Self Help,English
208,Thought Records for CBT,Interactive thought record worksheets to challenge negative thinking patterns and reduce anxiety.,https://www.getselfhelp.co.uk/freedownloads2.htm,Guide,cbt|thoughts|anxiety|depression,supportive,all,Get Self Help,English
209,Sleep Hypnosis for Anxiety,Guided sleep hypnosis audio designed to calm anxiety and promote restful sleep.,https://www.youtube.com/watch?v=HYcl755RlBs,Audio,sleep|anxiety|hypnosis|relaxation,calm,all,Michael Sealey,English
209,Sleep Hypnosis for Anxiety,Guided sleep hypnosis audio designed to calm anxiety and promote restful sleep.,https://www.youtube.com/watch?v=HYcl755RlBs,Audio,sleep|anxiety|hypnosis|relaxation,calm,all,Michael Sealey,English
210,Social Anxiety Workbook,Evidence-based CBT workbook specifically designed to treat social anxiety disorder.,https://www.cci.health.wa.gov.au/Resources/Looking-After-Yourself/Social-Anxiety,Guide,social-anxiety|cbt|workbook|treatment,supportive,young_adults,CCI,English
210,Social Anxiety Workbook,Evidence-based CBT workbook specifically designed to treat social anxiety disorder.,https://www.cci.health.wa.gov.au/Resources/Looking-After-Yourself/Social-Anxiety,Guide,social-anxiety|cbt|workbook|treatment,supportive,young_adults,CCI,English
